Name,Handedness,Height (inches),Height (m),Weight (pounds),Weight (kg),AVG,Home Runs,BMI,Rounded BMI,BMI Category,Average Home Runs
Jim Dwyer,L,70,1.778,165,74.84268,0.26,77,23.67477266,24,Normal,0
Pat Kelly,L,73,1.8542,185,83.91452,0.264,76,24.40753727,24,Normal,0
Jim Lefebvre,B,72,1.8288,180,81.64656,0.251,74,24.41211827,24,Normal,0
Bernie Allen,L,72,1.8288,175,79.3786,0.239,73,23.73400387,24,Normal,0
Tom Brookens,R,70,1.778,165,74.84268,0.246,71,23.67477266,24,Normal,0
Jerry Mumphrey,B,74,1.8796,185,83.91452,0.289,70,23.75233129,24,Normal,0
Mike Shannon,R,75,1.905,195,88.45044,0.255,68,24.37305888,24,Normal,0
Steve Henderson,R,74,1.8796,190,86.18248,0.28,68,24.39428619,24,Normal,0
Ken Reitz,R,72,1.8288,180,81.64656,0.26,68,24.41211827,24,Normal,0
Mike Andrews,R,75,1.905,195,88.45044,0.258,66,24.37305888,24,Normal,0
Tom Grieve,R,74,1.8796,190,86.18248,0.249,65,24.39428619,24,Normal,0
Lou Clinton,R,73,1.8542,185,83.91452,0.247,65,24.40753727,24,Normal,0
Wes Parker,B,73,1.8542,180,81.64656,0.267,64,23.7478741,24,Normal,0
Bake McBride,L,74,1.8796,190,86.18248,0.299,63,24.39428619,24,Normal,0
Mickey Rivers,L,70,1.778,165,74.84268,0.295,61,23.67477266,24,Normal,0
Gary Thomasson,L,73,1.8542,180,81.64656,0.249,61,23.7478741,24,Normal,0
Wayne Garrett,L,71,1.8034,175,79.3786,0.239,61,24.40727556,24,Normal,0
Ken Berry,R,72,1.8288,175,79.3786,0.255,58,23.73400387,24,Normal,0
Rick Manning,L,73,1.8542,180,81.64656,0.257,56,23.7478741,24,Normal,0
Barry Bonnell,R,75,1.905,190,86.18248,0.272,56,23.74810865,24,Normal,0
Johnny Ray,B,71,1.8034,170,77.11064,0.29,53,23.70992483,24,Normal,0
Buddy Bradford,R,71,1.8034,170,77.11064,0.226,52,23.70992483,24,Normal,0
Rick Burleson,R,70,1.778,165,74.84268,0.273,50,23.67477266,24,Normal,0
Dale Berra,R,72,1.8288,180,81.64656,0.236,49,24.41211827,24,Normal,0
Lou Johnson,R,71,1.8034,170,77.11064,0.258,48,23.70992483,24,Normal,0
Bill Russell,R,72,1.8288,175,79.3786,0.263,46,23.73400387,24,Normal,0
Tito Fuentes,B,71,1.8034,175,79.3786,0.268,45,24.40727556,24,Normal,0
Bill Stein,R,70,1.778,170,77.11064,0.267,44,24.39219001,24,Normal,0
Phil Roof,R,74,1.8796,190,86.18248,0.215,43,24.39428619,24,Normal,0
Art Howe,R,74,1.8796,190,86.18248,0.26,43,24.39428619,24,Normal,0
Rich Dauer,R,72,1.8288,180,81.64656,0.257,43,24.41211827,24,Normal,0
Ron Oester,B,74,1.8796,185,83.91452,0.265,42,23.75233129,24,Normal,0
Eddie Milner,L,71,1.8034,173,78.471416,0.253,42,24.12833526,24,Normal,0
Terry Crowley,L,72,1.8288,180,81.64656,0.25,42,24.41211827,24,Normal,0
Dalton Jones,L,73,1.8542,180,81.64656,0.235,41,23.7478741,24,Normal,0
Billy Bryan,L,76,1.9304,200,90.7184,0.216,41,24.34449467,24,Normal,0
John Castino,R,71,1.8034,175,79.3786,0.278,41,24.40727556,24,Normal,0
Marvell Wynne,L,71,1.8034,175,79.3786,0.247,40,24.40727556,24,Normal,0
Billy Conigliaro,R,72,1.8288,180,81.64656,0.256,40,24.41211827,24,Normal,0
Hector Cruz,R,71,1.8034,170,77.11064,0.225,39,23.70992483,24,Normal,0
Rob Wilfong,L,73,1.8542,180,81.64656,0.248,39,23.7478741,24,Normal,0
Benny Ayala,R,73,1.8542,185,83.91452,0.251,38,24.40753727,24,Normal,0
Larry Stahl,L,72,1.8288,175,79.3786,0.232,36,23.73400387,24,Normal,0
Terry Harper,R,76,1.9304,195,88.45044,0.253,36,23.73588231,24,Normal,0
Ted Uhlaender,L,74,1.8796,190,86.18248,0.263,36,24.39428619,24,Normal,0
Al Woods,L,75,1.905,190,86.18248,0.271,35,23.74810865,24,Normal,0
Tommy Helms,R,70,1.778,165,74.84268,0.269,34,23.67477266,24,Normal,0
Todd Cruz,R,72,1.8288,175,79.3786,0.22,34,23.73400387,24,Normal,0
Mike Vail,R,73,1.8542,180,81.64656,0.279,34,23.7478741,24,Normal,0
Glenn Adams,L,73,1.8542,180,81.64656,0.28,34,23.7478741,24,Normal,0
Ted Savage,R,73,1.8542,185,83.91452,0.233,34,24.40753727,24,Normal,0
Mike Cubbage,L,72,1.8288,180,81.64656,0.258,34,24.41211827,24,Normal,0
Joe Lis,R,72,1.8288,175,79.3786,0.233,32,23.73400387,24,Normal,0
Clint Hurdle,L,75,1.905,195,88.45044,0.259,32,24.37305888,24,Normal,0
Jesus Alou,R,74,1.8796,190,86.18248,0.28,32,24.39428619,24,Normal,0
Dave Collins,B,71,1.8034,175,79.3786,0.272,32,24.40727556,24,Normal,0
Matty Alou,L,69,1.7526,160,72.57472,0.307,31,23.62760785,24,Normal,0
Joe Lefebvre,L,70,1.778,170,77.11064,0.258,31,24.39219001,24,Normal,0
Carl Warwick,R,70,1.778,170,77.11064,0.248,31,24.39219001,24,Normal,0
Buck Rodgers,B,74,1.8796,190,86.18248,0.232,31,24.39428619,24,Normal,0
Fred Kendall,R,73,1.8542,185,83.91452,0.234,31,24.40753727,24,Normal,0
Jack Brohamer,L,70,1.778,165,74.84268,0.245,30,23.67477266,24,Normal,0
Von Joshua,L,70,1.778,170,77.11064,0.273,30,24.39219001,24,Normal,0
Jerry Hairston,B,70,1.778,170,77.11064,0.258,30,24.39219001,24,Normal,0
Byron Browne,R,74,1.8796,190,86.18248,0.236,30,24.39428619,24,Normal,0
Len Matuszek,L,74,1.8796,190,86.18248,0.234,30,24.39428619,24,Normal,0
Pete Mackanin,R,74,1.8796,190,86.18248,0.226,30,24.39428619,24,Normal,0
Paul Householder,B,72,1.8288,180,81.64656,0.236,29,24.41211827,24,Normal,0
Coco Laboy,R,70,1.778,165,74.84268,0.233,28,23.67477266,24,Normal,0
Billy Grabarkewitz,R,70,1.778,165,74.84268,0.236,28,23.67477266,24,Normal,0
Rick Miller,L,72,1.8288,175,79.3786,0.269,28,23.73400387,24,Normal,0
Dick Davis,R,75,1.905,190,86.18248,0.265,27,23.74810865,24,Normal,0
Len Randle,B,70,1.778,169,76.657048,0.257,27,24.24870654,24,Normal,0
Joe Nolan,L,71,1.8034,175,79.3786,0.263,27,24.40727556,24,Normal,0
U L Washington,B,71,1.8034,175,79.3786,0.251,27,24.40727556,24,Normal,0
Kurt Bevacqua,R,72,1.8288,180,81.64656,0.236,27,24.41211827,24,Normal,0
Jerry McNertney,R,72,1.8288,180,81.64656,0.237,27,24.41211827,24,Normal,0
Andres Mora,R,72,1.8288,180,81.64656,0.223,27,24.41211827,24,Normal,0
Gene Richards,L,72,1.8288,175,79.3786,0.29,26,23.73400387,24,Normal,0
Frank Duffy,R,73,1.8542,180,81.64656,0.232,26,23.7478741,24,Normal,0
Ron Woods,R,70,1.778,168,76.203456,0.233,26,24.10522307,24,Normal,0
Bobby Brown,B,74,1.8796,190,86.18248,0.245,26,24.39428619,24,Normal,0
Manny Jimenez,L,73,1.8542,185,83.91452,0.272,26,24.40753727,24,Normal,0
Lenn Sakata,R,69,1.7526,160,72.57472,0.23,25,23.62760785,24,Normal,0
Tim Foli,R,72,1.8288,179,81.192968,0.251,25,24.27649539,24,Normal,0
Mike de la Hoz,R,71,1.8034,175,79.3786,0.251,25,24.40727556,24,Normal,0
Jake Gibbs,L,72,1.8288,180,81.64656,0.233,25,24.41211827,24,Normal,0
Syd O'Brien,R,73,1.8542,185,83.91452,0.23,24,24.40753727,24,Normal,0
Steve Whitaker,L,72,1.8288,180,81.64656,0.23,24,24.41211827,24,Normal,0
Ted Sizemore,R,70,1.778,165,74.84268,0.262,23,23.67477266,24,Normal,0
Alex Trevino,R,70,1.778,165,74.84268,0.249,23,23.67477266,24,Normal,0
Lyman Bostock,L,73,1.8542,180,81.64656,0.311,23,23.7478741,24,Normal,0
Julio Cruz,B,69,1.7526,165,74.84268,0.237,23,24.3659706,24,Normal,0
Nelson Mathews,R,76,1.9304,195,88.45044,0.223,22,23.73588231,24,Normal,0
Felix Millan,R,71,1.8034,172,78.017824,0.279,22,23.98886512,24,Normal,0
Jack Hiatt,R,74,1.8796,190,86.18248,0.251,22,24.39428619,24,Normal,0
Jerry White,B,70,1.778,164,74.389088,0.253,21,23.53128919,24,Normal,0
Dave Cash,R,71,1.8034,170,77.11064,0.283,21,23.70992483,24,Normal,0
Ivan DeJesus,R,71,1.8034,175,79.3786,0.254,21,24.40727556,24,Normal,0
Jim Wohlford,R,71,1.8034,175,79.3786,0.26,21,24.40727556,24,Normal,0
Tom Satriano,L,73,1.8542,185,83.91452,0.225,21,24.40753727,24,Normal,0
Chuck Hiller,L,71,1.8034,170,77.11064,0.243,20,23.70992483,24,Normal,0
Garth Iorg,R,71,1.8034,170,77.11064,0.258,20,23.70992483,24,Normal,0
Steve Lombardozzi,R,72,1.8288,175,79.3786,0.233,20,23.73400387,24,Normal,0
Dave Campbell,R,73,1.8542,180,81.64656,0.213,20,23.7478741,24,Normal,0
Doug Frobel,L,76,1.9304,196,88.904032,0.201,20,23.85760478,24,Normal,0
Alan Bannister,R,71,1.8034,170,77.11064,0.27,19,23.70992483,24,Normal,0
Ron Hodges,L,73,1.8542,185,83.91452,0.24,19,24.40753727,24,Normal,0
Jim Holt,L,72,1.8288,180,81.64656,0.265,19,24.41211827,24,Normal,0
Hector Torres,R,72,1.8288,175,79.3786,0.216,18,23.73400387,24,Normal,0
Johnny Jeter,R,73,1.8542,180,81.64656,0.244,18,23.7478741,24,Normal,0
Harry Spilman,L,73,1.8542,180,81.64656,0.237,18,23.7478741,24,Normal,0
Rick Leach,L,73,1.8542,180,81.64656,0.268,18,23.7478741,24,Normal,0
Fernando Gonzalez,R,70,1.778,165,74.84268,0.235,17,23.67477266,24,Normal,0
Billy Smith,B,74,1.8796,185,83.91452,0.23,17,23.75233129,24,Normal,0
Rob Picciolo,R,74,1.8796,185,83.91452,0.234,17,23.75233129,24,Normal,0
Ron Roenicke,B,72,1.8288,180,81.64656,0.238,17,24.41211827,24,Normal,0
Dick Howser,R,68,1.7272,155,70.30676,0.248,16,23.56740829,24,Normal,0
Dave Marshall,L,73,1.8542,182,82.553744,0.246,16,24.01173937,24,Normal,0
Rick Wise,R,73,1.8542,180,81.64656,0.195,15,23.7478741,24,Normal,0
Wayne Krenchicki,L,73,1.8542,180,81.64656,0.266,15,23.7478741,24,Normal,0
Daryl Sconiers,L,74,1.8796,185,83.91452,0.265,15,23.75233129,24,Normal,0
Jerry May,R,74,1.8796,190,86.18248,0.234,15,24.39428619,24,Normal,0
Mickey Klutts,R,71,1.8034,170,77.11064,0.241,14,23.70992483,24,Normal,0
Paul Popovich,B,72,1.8288,175,79.3786,0.233,14,23.73400387,24,Normal,0
Phil Gagliano,R,73,1.8542,180,81.64656,0.238,14,23.7478741,24,Normal,0
Darrel Chaney,B,74,1.8796,188,85.275296,0.217,14,24.13750423,24,Normal,0
Jim Beauchamp,R,74,1.8796,190,86.18248,0.231,14,24.39428619,24,Normal,0
Dane Iorg,L,72,1.8288,180,81.64656,0.276,14,24.41211827,24,Normal,0
Greg Pryor,R,72,1.8288,180,81.64656,0.25,14,24.41211827,24,Normal,0
Ted Kubiak,B,72,1.8288,175,79.3786,0.231,13,23.73400387,24,Normal,0
Mike Fiore,L,72,1.8288,175,79.3786,0.227,13,23.73400387,24,Normal,0
Richie Scheinblum,B,73,1.8542,180,81.64656,0.263,13,23.7478741,24,Normal,0
Steve Dillard,R,73,1.8542,180,81.64656,0.243,13,23.7478741,24,Normal,0
Tommie Aaron,R,75,1.905,190,86.18248,0.229,13,23.74810865,24,Normal,0
Gary Woods,R,74,1.8796,185,83.91452,0.243,13,23.75233129,24,Normal,0
Bob Burda,L,71,1.8034,174,78.925008,0.224,13,24.26780541,24,Normal,0
Fergie Jenkins,R,77,1.9558,205,92.98636,0.165,13,24.30918304,24,Normal,0
Tito Landrum,R,71,1.8034,175,79.3786,0.249,13,24.40727556,24,Normal,0
Tom O'Malley,L,72,1.8288,180,81.64656,0.256,13,24.41211827,24,Normal,0
Garry Hancock,L,72,1.8288,175,79.3786,0.247,12,23.73400387,24,Normal,0
Sonny Siebert,R,75,1.905,190,86.18248,0.173,12,23.74810865,24,Normal,0
Jim Mason,L,74,1.8796,185,83.91452,0.203,12,23.75233129,24,Normal,0
Larry Harlow,L,74,1.8796,185,83.91452,0.248,12,23.75233129,24,Normal,0
Bob Forsch,R,76,1.9304,200,90.7184,0.213,12,24.34449467,24,Normal,0
Tommie Reynolds,R,74,1.8796,190,86.18248,0.226,12,24.39428619,24,Normal,0
Tim Corcoran,L,71,1.8034,175,79.3786,0.27,12,24.40727556,24,Normal,0
Dick Phillips,L,72,1.8288,180,81.64656,0.229,12,24.41211827,24,Normal,0
Dan Briggs,L,72,1.8288,180,81.64656,0.195,12,24.41211827,24,Normal,0
Doug Clemens,L,72,1.8288,180,81.64656,0.229,12,24.41211827,24,Normal,0
Jeff Stone,L,72,1.8288,175,79.3786,0.277,11,23.73400387,24,Normal,0
Ken Walters,R,73,1.8542,180,81.64656,0.231,11,23.7478741,24,Normal,0
Phil Linz,R,73,1.8542,180,81.64656,0.235,11,23.7478741,24,Normal,0
Barbaro Garbey,R,70,1.778,170,77.11064,0.267,11,24.39219001,24,Normal,0
Al Gallagher,R,72,1.8288,180,81.64656,0.263,11,24.41211827,24,Normal,0
Fred Stanley,R,70,1.778,165,74.84268,0.216,10,23.67477266,24,Normal,0
Ron Davis,R,72,1.8288,175,79.3786,0.233,10,23.73400387,24,Normal,0
Bruce Boisclair,L,74,1.8796,185,83.91452,0.263,10,23.75233129,24,Normal,0
Ted Cox,R,75,1.905,195,88.45044,0.245,10,24.37305888,24,Normal,0
J.R. Richard,R,80,2.032,222,100.697424,0.168,10,24.38770615,24,Normal,0
Paul Dade,R,73,1.8542,185,83.91452,0.27,10,24.40753727,24,Normal,0
Wayne Tolleson,B,69,1.7526,160,72.57472,0.241,9,23.62760785,24,Normal,0
Gene Locklear,L,70,1.778,165,74.84268,0.274,9,23.67477266,24,Normal,0
Bob Bailor,R,71,1.8034,170,77.11064,0.264,9,23.70992483,24,Normal,0
Jack Heidemann,R,72,1.8288,175,79.3786,0.211,9,23.73400387,24,Normal,0
Bob Barton,R,72,1.8288,175,79.3786,0.226,9,23.73400387,24,Normal,0
Rick Rhoden,R,75,1.905,195,88.45044,0.238,9,24.37305888,24,Normal,0
Jim Pankovits,R,70,1.778,170,77.11064,0.25,9,24.39219001,24,Normal,0
George Smith,R,70,1.778,170,77.11064,0.205,9,24.39219001,24,Normal,0
Tim Flannery,L,71,1.8034,175,79.3786,0.255,9,24.40727556,24,Normal,0
Tim Cullen,R,73,1.8542,185,83.91452,0.22,9,24.40753727,24,Normal,0
Jim Lyttle,L,72,1.8288,180,81.64656,0.248,9,24.41211827,24,Normal,0
Boots Day,L,69,1.7526,160,72.57472,0.256,8,23.62760785,24,Normal,0
Merritt Ranew,L,71,1.8034,170,77.11064,0.247,8,23.70992483,24,Normal,0
Pedro Gonzalez,R,72,1.8288,176,79.832192,0.244,8,23.86962675,24,Normal,0
Phil Mankowski,L,72,1.8288,180,81.64656,0.264,8,24.41211827,24,Normal,0
Marv Breeding,R,72,1.8288,175,79.3786,0.25,7,23.73400387,24,Normal,0
Don Hahn,R,73,1.8542,180,81.64656,0.236,7,23.7478741,24,Normal,0
Phil Niekro,R,73,1.8542,180,81.64656,0.169,7,23.7478741,24,Normal,0
Jerry Remy,L,69,1.7526,165,74.84268,0.275,7,24.3659706,24,Normal,0
Dave Roberts,L,75,1.905,195,88.45044,0.194,7,24.37305888,24,Normal,0
Jim Maloney,L,74,1.8796,190,86.18248,0.201,7,24.39428619,24,Normal,0
Orlando Mercado,R,72,1.8288,180,81.64656,0.199,7,24.41211827,24,Normal,0
Rich Morales,R,71,1.8034,170,77.11064,0.195,6,23.70992483,24,Normal,0
Rich Chiles,L,71,1.8034,170,77.11064,0.254,6,23.70992483,24,Normal,0
Tim Blackwell,B,71,1.8034,170,77.11064,0.228,6,23.70992483,24,Normal,0
Rod Kanehl,R,73,1.8542,180,81.64656,0.241,6,23.7478741,24,Normal,0
Ken Rudolph,R,73,1.8542,180,81.64656,0.213,6,23.7478741,24,Normal,0
Ron Stone,L,74,1.8796,185,83.91452,0.241,6,23.75233129,24,Normal,0
Bob Knepper,L,75,1.905,195,88.45044,0.137,6,24.37305888,24,Normal,0
Bobby Klaus,R,70,1.778,170,77.11064,0.208,6,24.39219001,24,Normal,0
Bob Davis,R,72,1.8288,180,81.64656,0.197,6,24.41211827,24,Normal,0
Julio Gotay,R,72,1.8288,180,81.64656,0.26,6,24.41211827,24,Normal,0
Luis Alvarado,R,69,1.7526,162,73.481904,0.214,5,23.92295295,24,Normal,0
Mike Krukow,R,77,1.9558,205,92.98636,0.193,5,24.30918304,24,Normal,0
Mike Sadek,R,69,1.7526,165,74.84268,0.226,5,24.3659706,24,Normal,0
Scot Thompson,L,75,1.905,195,88.45044,0.262,5,24.37305888,24,Normal,0
Luis Tiant,R,72,1.8288,180,81.64656,0.164,5,24.41211827,24,Normal,0
Elio Chacon,R,69,1.7526,160,72.57472,0.232,4,23.62760785,24,Normal,0
Rafael Landestoy,B,70,1.778,165,74.84268,0.237,4,23.67477266,24,Normal,0
Mario Mendoza,R,71,1.8034,170,77.11064,0.215,4,23.70992483,24,Normal,0
Ron Gardenhire,R,72,1.8288,175,79.3786,0.232,4,23.73400387,24,Normal,0
Denny Lemaster,R,73,1.8542,182,82.553744,0.13,4,24.01173937,24,Normal,0
Jackie Gutierrez,R,71,1.8034,175,79.3786,0.237,4,24.40727556,24,Normal,0
Junior Kennedy,R,71,1.8034,175,79.3786,0.248,4,24.40727556,24,Normal,0
Pat Corrales,R,72,1.8288,180,81.64656,0.216,4,24.41211827,24,Normal,0
Manny Castillo,B,69,1.7526,160,72.57472,0.242,3,23.62760785,24,Normal,0
Winston Llenas,R,70,1.778,165,74.84268,0.23,3,23.67477266,24,Normal,0
Jim Lonborg,R,77,1.9558,200,90.7184,0.136,3,23.71627614,24,Normal,0
Jerry Zimmerman,R,74,1.8796,185,83.91452,0.204,3,23.75233129,24,Normal,0
Joe Nossek,R,72,1.8288,178,80.739376,0.228,3,24.14087251,24,Normal,0
Bobby Mitchell,L,70,1.778,170,77.11064,0.243,3,24.39219001,24,Normal,0
Enzo Hernandez,R,68,1.7272,155,70.30676,0.224,2,23.56740829,24,Normal,0
Tom Lawless,R,71,1.8034,170,77.11064,0.207,2,23.70992483,24,Normal,0
Barry Evans,R,73,1.8542,180,81.64656,0.251,2,23.7478741,24,Normal,0
Rudy Meoli,L,69,1.7526,165,74.84268,0.212,2,24.3659706,24,Normal,0
Al Downing,R,71,1.8034,175,79.3786,0.127,2,24.40727556,24,Normal,0
Angel Salazar,R,72,1.8288,180,81.64656,0.212,2,24.41211827,24,Normal,0
Mario Soto,R,72,1.8288,174,78.925008,0.132,1,23.59838099,24,Normal,0
Jerry Reuss,L,77,1.9558,200,90.7184,0.167,1,23.71627614,24,Normal,0
